"PU","NAME","WGMS_ID","SURVEY_ID","SURVEY_DATE","REFERENCE_DATE","AREA_SURVEY_YEAR","AREA_CHANGE","ELEVATION_CHANGE","ELEVATION_CHANGE_UNC","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS"
"IS","BALDJOKULL",6834,5661,20040899,19970499,100.0000,,-11760.0000000,20.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","BALDJOKULL",6834,5662,20070899,20040899,100.0000,,-450.0000000,40.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114433,19600824,19450830,18.87860,-428.0000,-2911.0000000,1680.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114434,19800822,19600824,17.97820,-900.0000,-373.0000000,1093.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114435,19940807,19600824,18.80860,-70.00000,2948.0000000,789.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114436,19940807,19800822,18.80860,830.0000,3056.0000000,831.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114437,20040808,19940807,18.54040,-268.0000,-5160.0000000,905.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114438,20161010,19940807,17.62060,-1188.000,-12261.0000000,901.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BARKARDALS_TUNGNAHRYGGSJOKULL",26288,114439,20161010,20040808,17.62060,-920.0000,-8262.0000000,1058.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","BREIDARMERKURJOKULL EASTERN STREAM",8298,6754,20109999,18909999,906.0000,,-79121.0000000,13187.00,,,"Gudmundsson et al. (2017), Geografiska Annaler: Series A, Physical Geography 99 (4), 338-352, doi: 10.1080/04353676.2017.1355216.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","BRUARJOKULL",3067,5663,20150930,20101001,1528.000,,-1832.0000000,229.0000," Noel Gourmelen","European Space Agency","Foresta, L., et al. (2016),  Geophys. Res. Lett., 43, doi:10.1002/2016GL071485",
"IS","DRANGAJOKULL ICE CAP",6831,6756,19600799,19461012,154.0000,-7000.000,-10154.0000000,2615.000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6757,19750905,19600799,148.0000,-6000.000,-1154.0000000,1154.000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6758,19850727,19750905,148.0000,0.0000000,769.0000000,879.0000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6759,19940804,19850727,147.0000,-1000.000,2571.0000000,1088.000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6760,20050899,19940804,145.0000,-2000.000,-7736.0000000,1209.000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6761,20110720,20050899,144.0000,-1000.000,-3033.0000000,989.0000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,6755,20119999,19461012,144.0000,-17000.00,-18571.0000000,2857.000,,,"Magnusson et al. (2016), The Cryosphere, 10, 159-177, https://doi.org/10.5194/tc-10-159-2016.","Reported by Stanislav Kutuzov. Assumed density for converting value from literature into mm ice: 910 kg m3."
"IS","DRANGAJOKULL ICE CAP",6831,5664,20150930,20101001,195.0000,,-1282.0000000,2051.000," Noel Gourmelen","European Space Agency","Foresta, L., et al. (2016),  Geophys. Res. Lett., 43, doi:10.1002/2016GL071485",
"IS","DRANGAJOKULL ICE CAP",6831,114440,20160705,20110720,144.9290,1330.000,1034.0000000,90.00000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114441,19860815,19780905,25.77120,459.0000,1202.0000000,1795.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114444,19950824,19600818,25.67080,853.0000,1133.0000000,2187.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114442,19950824,19600818,25.31190,494.0000,-779.0000000,4089.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114443,19950824,19860815,25.67080,-100.0000,-137.0000000,1783.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114445,20040819,19950824,22.50340,-3167.000,-5778.0000000,1807.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114446,20080902,19950824,22.57620,-3095.000,-9515.0000000,1656.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114447,20080902,20040819,22.57620,73.00000,-4492.0000000,915.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EIRIKSJOKULL",26289,114448,20170710,20080902,22.68990,114.0000,324.0000000,260.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EYJAFJALLAJOKULL",3353,114449,20100902,19940803,72.39360,-19726.00,-28467.0000000,2016.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","EYJAFJALLAJOKULL",3353,114450,20170810,20100902,69.82060,-2573.000,2121.0000000,1256.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","FJALLSJOKULL FITJAR",3072,9085,19049999,18909999,56.10000,-1600.000,-6593.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FJALLSJOKULL FITJAR",3072,9084,19459999,19049999,51.70000,-4400.000,-22555.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FJALLSJOKULL FITJAR",3072,9083,20029999,19459999,47.30000,-4400.000,-25777.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FJALLSJOKULL FITJAR",3072,9082,20109999,20029999,44.60000,-2700.000,-4900.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FJALLSJOKULL FITJAR",3072,77018,20121006,20020517,63.49230,,-15899.0000000,9251.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00305172002124040/SETSM_WV02_20121006_103001001C099500_103001001B122100_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77016,20130918,20020517,63.49230,,-14414.0000000,8408.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00305172002124040/SETSM_WV01_20130918_1020010026365100_1020010025093500_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77022,20130918,20050712,63.49230,,-11799.0000000,9013.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307122005123825/SETSM_WV01_20130918_1020010026365100_1020010025093500_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77019,20130918,20050728,63.49230,,-8162.0000000,7538.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307282005123825/SETSM_WV01_20130918_1020010026365100_1020010025093500_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77015,20131009,20020517,63.49230,,-15526.0000000,7805.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00305172002124040/SETSM_WV01_20131009_1020010026B9B900_1020010026377A00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77024,20131009,20050712,63.49230,,-10590.0000000,8438.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307122005123825/SETSM_WV01_20131009_1020010026B9B900_1020010026377A00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77021,20131009,20050728,63.49230,,-7659.0000000,9201.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307282005123825/SETSM_WV01_20131009_1020010026B9B900_1020010026377A00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77017,20140813,20020517,63.49230,,-14688.0000000,11827.00,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00305172002124040/AST_L1A_00308132014124536. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77023,20140813,20050712,63.49230,,-10514.0000000,14015.00,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307122005123825/AST_L1A_00308132014124536. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77020,20140813,20050728,63.49230,,-7279.0000000,10217.00,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307282005123825/AST_L1A_00308132014124536. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FJALLSJOKULL FITJAR",3072,77014,20140813,20060325,63.49230,,-9869.0000000,9845.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00303252006123823/AST_L1A_00308132014124536. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","FLAAJOKULL E 146",3075,9100,19049999,18909999,202.1000,-3500.000,-4870.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FLAAJOKULL E 146",3075,9099,19459999,19049999,184.1000,-18000.00,-29681.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FLAAJOKULL E 146",3075,9098,19899999,19459999,181.9000,-2200.000,-2715.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FLAAJOKULL E 146",3075,9097,20029999,19899999,177.4000,-4500.000,-5397.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FLAAJOKULL E 146",3075,9096,20109999,20029999,169.7000,-7700.000,-12307.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","FLOSAKARDSJOKLAR",6844,5665,20040899,19970499,66.00000,,-17430.0000000,20.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","FLOSAKARDSJOKLAR",6844,5666,20070899,20040899,66.00000,,870.0000000,50.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","FLOSAKARDSJOKLAR",6844,75452,20150512,20040819,77.80590,,-8733.0000000,4585.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: SPOT_HFS_20040819/SETSM_WV01_20150512_102001003D03A500_102001003D697400_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,5667,20040899,19970499,13.00000,,-11060.0000000,50.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","GEITLANDSJOKULL",3128,5668,20070899,20040899,13.00000,,-1020.0000000,120.0000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","GEITLANDSJOKULL",3128,75441,20150507,20000726,1.417500,,-10552.0000000,8408.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307262000131818/SETSM_WV01_20150507_102001003ED48E00_102001003C0F4400_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,75440,20150507,20020801,1.417500,,-6047.0000000,7457.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00308012002130511/SETSM_WV01_20150507_102001003ED48E00_102001003C0F4400_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,75439,20150522,20000726,1.417500,,-10449.0000000,6264.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00307262000131818/SETSM_WV02_20150522_103001004343D300_1030010042434F00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,75437,20150522,20020801,1.417500,,-5620.0000000,5723.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00308012002130511/SETSM_WV02_20150522_103001004343D300_1030010042434F00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,75438,20150522,20040819,1.417500,,-6373.0000000,4798.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: SPOT_HFS_20040819/SETSM_WV02_20150522_103001004343D300_1030010042434F00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GEITLANDSJOKULL",3128,75442,20150522,20050622,1.417500,,-8093.0000000,6020.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00306222005130252/SETSM_WV02_20150522_103001004343D300_1030010042434F00_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","GLJUFURARJOKULL",3080,75049,20160613,20070612,3.158100,,2658.0000000,5398.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: AST_L1A_00306122007130309/AST_L1A_00306132016125756. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","HAGAFELL",6841,5669,20040899,19970499,6.000000,,-9170.0000000,70.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HAGAFELL",6841,5670,20070899,20040899,6.000000,,-5400.0000000,180.0000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HAGAFELLSJOKULL E",3081,5671,20040899,19970499,111.0000,,-15890.0000000,20.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HAGAFELLSJOKULL E",3081,5672,20070899,20040899,111.0000,,-960.0000000,40.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HAGAFELLSJOKULL W",3082,5673,20040899,19970499,137.0000,,-11620.0000000,20.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HAGAFELLSJOKULL W",3082,5674,20070899,20040899,137.0000,,-2190.0000000,40.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HEINABERGSJOKULL H",3084,9095,19049999,18909999,118.2000,-2100.000,-3722.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HEINABERGSJOKULL H",3084,9094,19459999,19049999,109.0000,-9200.000,-37831.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HEINABERGSJOKULL H",3084,9093,19899999,19459999,102.5000,-6500.000,-27355.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HEINABERGSJOKULL H",3084,9092,20029999,19899999,101.8000,-700.0000,-2810.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HEINABERGSJOKULL H",3084,9091,20109999,20029999,100.6000,-1200.000,-22426.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HENGIBJORG",6836,5675,20040899,19970499,5.000000,,-10500.0000000,80.00000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HENGIBJORG",6836,5676,20070899,20040899,5.000000,,-1620.0000000,200.0000,,,"Pope et al. (2016); Journal of Glaciology, 62(233), 497-511.","METHOD: DEMs resulted from maps, satellite images and airborn radar data. "
"IS","HENGIBJORG",6836,75453,20131018,20040819,9.448200,,-8468.0000000,4335.000,"Robert McNabb","Department of Geosciences, University of Oslo","Zemp et al. (2019): Nature, 568, 382–386, DOI: 10.1038/s41586-019-1071-0.","Granule name of the reference/survey DEM: SPOT_HFS_20040819/SETSM_WV02_20131018_103001002797B400_1030010029C8A200_seg1_30m_dem. Uncertainty assessment based on the calculation in Brun et al. (2017); Nature Geoscience, 10(9), 668-673, 10.1038/NGEO2999. "
"IS","HOFFELLSJOKULL E",3086,9105,19049999,18909999,232.3000,-2200.000,-2731.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HOFFELLSJOKULL E",3086,9104,19459999,19049999,224.5000,-7800.000,-33261.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HOFFELLSJOKULL E",3086,9103,19899999,19459999,215.9000,-8600.000,-24228.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HOFFELLSJOKULL E",3086,9102,20029999,19899999,212.7000,-3200.000,-2725.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HOFFELLSJOKULL E",3086,9101,20109999,20029999,207.5000,-5200.000,-12207.0000000,,,,"Hannesdottir et. al. (2015), The Cryosphere, 9, p. 565-585, doi:10.5194/tc-9-565-2015.",
"IS","HOFSJOKUL_EYSTRI",26290,114451,19670930,19461013,6.197500,-895.0000,-12171.0000000,2039.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","HOFSJOKUL_EYSTRI",26290,114452,19670930,19900802,6.253200,56.00000,5991.0000000,-3499.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","HOFSJOKUL_EYSTRI",26290,114453,19760826,19670930,5.918970,-279.0000,-3558.0000000,1319.000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
"IS","HOFSJOKUL_EYSTRI",26290,114454,19830727,19760826,6.998080,1079.000,918.0000000,311.0000,"Joaquin M.C. Belart","Institute of Earth Sciences University of Iceland and Laboratoire dEtudes en Géophysique et Océanographie Spatiale Toulouse","Belart et al. (2020): Frontiers in Earth Sciences, 8 (163), doi: 10.3389/feart.2020.00163",
